"# AUTHORITATIVE ROWS ONLY: one row per (record, arm, task, metric), all from the single-pass sampled protocol (never greedy; eos-only stops; thinking stripped before scoring; budgets in max_gen_toks) or the bespoke producers listed in DATA_CONTRACT.md. Full history: superseded/instruct_genbench_vllm_history.csv"
model,E,k,arm,R,task,metric,value,limit,max_gen_toks,secs
gemma4_ce_adapted,128,8,R16,16,ifeval,"inst_level_loose_acc,none",0.915094,200,2048,151
gemma4_ce_adapted,128,8,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,108
gemma4_ce_adapted,128,8,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.640351,4,2048,108
gemma4_ce_adapted,128,8,R8,8,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1108
gemma4_ce_adapted,128,8,R8,8,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.635965,4,2048,1108
gemma4_ce_adapted,128,8,R16,16,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1130
gemma4_ce_adapted,128,8,R16,16,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.675439,4,2048,1130
gemma4_ce_adapted,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.981707,full,1536,69
gemma4_ce_adapted,128,8,R8,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.969512,full,1536,215
gemma4_ce_adapted,128,8,R16,16,humaneval_gemma_fixed,"pass@1,channel-aware",0.981707,full,1536,221
gemma4_ce_expert,128,8,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,78
gemma4_ce_expert,128,8,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.865000,200,2048,78
gemma4_ce_expert,128,8,free,,ifeval,sample_len,200.000000,200,2048,63
gemma4_ce_expert,128,8,free,,ifeval,"prompt_level_strict_acc,none",0.875000,200,2048,63
gemma4_ce_expert,128,8,free,,ifeval,"inst_level_strict_acc,none",0.918239,200,2048,63
gemma4_ce_expert,128,8,free,,ifeval,"prompt_level_loose_acc,none",0.890000,200,2048,63
gemma4_ce_expert,128,8,free,,ifeval,"inst_level_loose_acc,none",0.927673,200,2048,63
gemma4_ce_expert,128,8,R8,8,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,136
gemma4_ce_expert,128,8,R8,8,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.800000,200,2048,136
gemma4_ce_expert,128,8,R8,8,ifeval,sample_len,200.000000,200,2048,143
gemma4_ce_expert,128,8,R8,8,ifeval,"prompt_level_strict_acc,none",0.840000,200,2048,143
gemma4_ce_expert,128,8,R8,8,ifeval,"inst_level_strict_acc,none",0.896226,200,2048,143
gemma4_ce_expert,128,8,R8,8,ifeval,"prompt_level_loose_acc,none",0.865000,200,2048,143
gemma4_ce_expert,128,8,R8,8,ifeval,"inst_level_loose_acc,none",0.911950,200,2048,143
gemma4_ce_expert,128,8,R16,16,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,119
gemma4_ce_expert,128,8,R16,16,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.850000,200,2048,119
gemma4_ce_expert,128,8,R16,16,ifeval,sample_len,200.000000,200,2048,174
gemma4_ce_expert,128,8,R16,16,ifeval,"prompt_level_strict_acc,none",0.840000,200,2048,174
gemma4_ce_expert,128,8,R16,16,ifeval,"inst_level_strict_acc,none",0.893082,200,2048,174
gemma4_ce_expert,128,8,R16,16,ifeval,"prompt_level_loose_acc,none",0.845000,200,2048,174
gemma4_ce_expert,128,8,R16,16,ifeval,"inst_level_loose_acc,none",0.899371,200,2048,174
gemma4_ce_expert,128,8,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,106
gemma4_ce_expert,128,8,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.662281,4,2048,106
gemma4_ce_expert,128,8,R8,8,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1029
gemma4_ce_expert,128,8,R8,8,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.697368,4,2048,1029
gemma4_ce_expert,128,8,R16,16,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,981
gemma4_ce_expert,128,8,R16,16,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.627193,4,2048,981
gemma4_ce_expert,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.987805,full,1536,57
gemma4_ce_expert,128,8,R8,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.981707,full,1536,215
gemma4_ce_expert,128,8,R16,16,humaneval_gemma_fixed,"pass@1,channel-aware",0.981707,full,1536,197
gemma4_ce_think3k,128,8,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,4096,180
gemma4_ce_think3k,128,8,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.855000,200,4096,180
gemma4_ce_think3k,128,8,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,4096,257
gemma4_ce_think3k,128,8,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.771930,4,4096,257
gemma4_ce_think3k,128,8,R8,8,gsm8k_cot_zeroshot,sample_len,200.000000,200,4096,496
gemma4_ce_think3k,128,8,R8,8,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.830000,200,4096,496
gemma4_ce_think3k,128,8,R8,8,mmlu_flan_cot_fewshot,sample_len,228.000000,4,4096,1417
gemma4_ce_think3k,128,8,R8,8,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.767544,4,4096,1417
gemma4_ce_think3k,128,8,R16,16,gsm8k_cot_zeroshot,sample_len,200.000000,200,4096,475
gemma4_ce_think3k,128,8,R16,16,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.865000,200,4096,475
gemma4_ce_think3k,128,8,R16,16,mmlu_flan_cot_fewshot,sample_len,228.000000,4,4096,1465
gemma4_ce_think3k,128,8,R16,16,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.767544,4,4096,1465
gemma4_ce_think3k,128,8,free,,ifeval,sample_len,200.000000,200,8192,463
gemma4_ce_think3k,128,8,free,,ifeval,"prompt_level_strict_acc,none",0.915000,200,8192,463
gemma4_ce_think3k,128,8,free,,ifeval,"inst_level_strict_acc,none",0.940252,200,8192,463
gemma4_ce_think3k,128,8,free,,ifeval,"prompt_level_loose_acc,none",0.925000,200,8192,463
gemma4_ce_think3k,128,8,free,,ifeval,"inst_level_loose_acc,none",0.946541,200,8192,463
gemma4_ce_think3k,128,8,R8,8,ifeval,sample_len,200.000000,200,8192,1309
gemma4_ce_think3k,128,8,R8,8,ifeval,"prompt_level_strict_acc,none",0.880000,200,8192,1309
gemma4_ce_think3k,128,8,R8,8,ifeval,"inst_level_strict_acc,none",0.915094,200,8192,1309
gemma4_ce_think3k,128,8,R8,8,ifeval,"prompt_level_loose_acc,none",0.890000,200,8192,1309
gemma4_ce_think3k,128,8,R8,8,ifeval,"inst_level_loose_acc,none",0.921384,200,8192,1309
gemma4_ce_think3k,128,8,R16,16,ifeval,sample_len,200.000000,200,8192,1266
gemma4_ce_think3k,128,8,R16,16,ifeval,"prompt_level_strict_acc,none",0.910000,200,8192,1266
gemma4_ce_think3k,128,8,R16,16,ifeval,"inst_level_strict_acc,none",0.940252,200,8192,1266
gemma4_ce_think3k,128,8,R16,16,ifeval,"prompt_level_loose_acc,none",0.920000,200,8192,1266
gemma4_ce_think3k,128,8,R16,16,ifeval,"inst_level_loose_acc,none",0.946541,200,8192,1266
gemma4_ce_think3k,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.829268,full,3072,245
gemma4_ce_think3k,128,8,R8,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.737805,full,3072,868
gemma4_ce_think3k,128,8,R16,16,humaneval_gemma_fixed,"pass@1,channel-aware",0.774390,full,3072,904
gemma4_ce_domain,128,8,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,43
gemma4_ce_domain,128,8,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.865000,200,2048,43
gemma4_ce_domain,128,8,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,94
gemma4_ce_domain,128,8,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.635965,4,2048,94
gemma4_ce_domain,128,8,R8,8,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,154
gemma4_ce_domain,128,8,R8,8,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.840000,200,2048,154
gemma4_ce_domain,128,8,R8,8,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1064
gemma4_ce_domain,128,8,R8,8,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.627193,4,2048,1064
gemma4_ce_domain,128,8,R16,16,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,112
gemma4_ce_domain,128,8,R16,16,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.865000,200,2048,112
gemma4_ce_domain,128,8,R16,16,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1100
gemma4_ce_domain,128,8,R16,16,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.657895,4,2048,1100
gemma4_ce_domain,128,8,free,,ifeval,sample_len,200.000000,200,2048,97
gemma4_ce_domain,128,8,free,,ifeval,"prompt_level_strict_acc,none",0.865000,200,2048,97
gemma4_ce_domain,128,8,free,,ifeval,"inst_level_strict_acc,none",0.908805,200,2048,97
gemma4_ce_domain,128,8,free,,ifeval,"prompt_level_loose_acc,none",0.865000,200,2048,97
gemma4_ce_domain,128,8,free,,ifeval,"inst_level_loose_acc,none",0.911950,200,2048,97
gemma4_ce_domain,128,8,R8,8,ifeval,sample_len,200.000000,200,2048,147
gemma4_ce_domain,128,8,R8,8,ifeval,"prompt_level_strict_acc,none",0.845000,200,2048,147
gemma4_ce_domain,128,8,R8,8,ifeval,"inst_level_strict_acc,none",0.893082,200,2048,147
gemma4_ce_domain,128,8,R8,8,ifeval,"prompt_level_loose_acc,none",0.860000,200,2048,147
gemma4_ce_domain,128,8,R8,8,ifeval,"inst_level_loose_acc,none",0.905660,200,2048,147
gemma4_ce_domain,128,8,R16,16,ifeval,sample_len,200.000000,200,2048,157
gemma4_ce_domain,128,8,R16,16,ifeval,"prompt_level_strict_acc,none",0.845000,200,2048,157
gemma4_ce_domain,128,8,R16,16,ifeval,"inst_level_strict_acc,none",0.893082,200,2048,157
gemma4_ce_domain,128,8,R16,16,ifeval,"prompt_level_loose_acc,none",0.855000,200,2048,157
gemma4_ce_domain,128,8,R16,16,ifeval,"inst_level_loose_acc,none",0.905660,200,2048,157
gemma4_ce_domain,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.975610,full,1536,70
gemma4_ce_domain,128,8,R8,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.969512,full,1536,198
gemma4_ce_domain,128,8,R16,16,humaneval_gemma_fixed,"pass@1,channel-aware",0.981707,full,1536,192
gemma4_ce_domain2,128,8,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,49
gemma4_ce_domain2,128,8,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.860000,200,2048,49
gemma4_ce_domain2,128,8,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,94
gemma4_ce_domain2,128,8,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.609649,4,2048,94
gemma4_ce_domain2,128,8,R8,8,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,132
gemma4_ce_domain2,128,8,R8,8,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.820000,200,2048,132
gemma4_ce_domain2,128,8,R8,8,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1108
gemma4_ce_domain2,128,8,R8,8,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.605263,4,2048,1108
gemma4_ce_domain2,128,8,R16,16,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,123
gemma4_ce_domain2,128,8,R16,16,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.870000,200,2048,123
gemma4_ce_domain2,128,8,R16,16,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1097
gemma4_ce_domain2,128,8,R16,16,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.592105,4,2048,1097
gemma4_ce_domain2,128,8,free,,ifeval,sample_len,200.000000,200,2048,85
gemma4_ce_domain2,128,8,free,,ifeval,"prompt_level_strict_acc,none",0.865000,200,2048,85
gemma4_ce_domain2,128,8,free,,ifeval,"inst_level_strict_acc,none",0.908805,200,2048,85
gemma4_ce_domain2,128,8,free,,ifeval,"prompt_level_loose_acc,none",0.880000,200,2048,85
gemma4_ce_domain2,128,8,free,,ifeval,"inst_level_loose_acc,none",0.924528,200,2048,85
gemma4_ce_domain2,128,8,R8,8,ifeval,sample_len,200.000000,200,2048,144
gemma4_ce_domain2,128,8,R8,8,ifeval,"prompt_level_strict_acc,none",0.845000,200,2048,144
gemma4_ce_domain2,128,8,R8,8,ifeval,"inst_level_strict_acc,none",0.893082,200,2048,144
gemma4_ce_domain2,128,8,R8,8,ifeval,"prompt_level_loose_acc,none",0.860000,200,2048,144
gemma4_ce_domain2,128,8,R8,8,ifeval,"inst_level_loose_acc,none",0.908805,200,2048,144
gemma4_ce_domain2,128,8,R16,16,ifeval,sample_len,200.000000,200,2048,170
gemma4_ce_domain2,128,8,R16,16,ifeval,"prompt_level_strict_acc,none",0.870000,200,2048,170
gemma4_ce_domain2,128,8,R16,16,ifeval,"inst_level_strict_acc,none",0.911950,200,2048,170
gemma4_ce_domain2,128,8,R16,16,ifeval,"prompt_level_loose_acc,none",0.875000,200,2048,170
gemma4_ce_domain2,128,8,R16,16,ifeval,"inst_level_loose_acc,none",0.918239,200,2048,170
gemma4_ce_domain2,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.975610,full,1536,56
gemma4_ce_domain2,128,8,R8,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.963415,full,1536,195
gemma4_ce_domain2,128,8,R16,16,humaneval_gemma_fixed,"pass@1,channel-aware",0.975610,full,1536,194
gemma4_ce_d5,128,8,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,57
gemma4_ce_d5,128,8,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.865000,200,2048,57
gemma4_ce_d5,128,8,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,106
gemma4_ce_d5,128,8,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.557018,4,2048,106
gemma4_ce_d5,128,8,R8,8,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,114
gemma4_ce_d5,128,8,R8,8,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.835000,200,2048,114
gemma4_ce_d5,128,8,R8,8,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1066
gemma4_ce_d5,128,8,R8,8,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.631579,4,2048,1066
gemma4_ce_d5,128,8,R16,16,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,120
gemma4_ce_d5,128,8,R16,16,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.855000,200,2048,120
gemma4_ce_d5,128,8,R16,16,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,1099
gemma4_ce_d5,128,8,R16,16,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.578947,4,2048,1099
gemma4_ce_d5,128,8,free,,ifeval,sample_len,200.000000,200,2048,100
gemma4_ce_d5,128,8,free,,ifeval,"prompt_level_strict_acc,none",0.860000,200,2048,100
gemma4_ce_d5,128,8,free,,ifeval,"inst_level_strict_acc,none",0.905660,200,2048,100
gemma4_ce_d5,128,8,free,,ifeval,"prompt_level_loose_acc,none",0.880000,200,2048,100
gemma4_ce_d5,128,8,free,,ifeval,"inst_level_loose_acc,none",0.921384,200,2048,100
gemma4_ce_d5,128,8,R8,8,ifeval,sample_len,200.000000,200,2048,139
gemma4_ce_d5,128,8,R8,8,ifeval,"prompt_level_strict_acc,none",0.845000,200,2048,139
gemma4_ce_d5,128,8,R8,8,ifeval,"inst_level_strict_acc,none",0.893082,200,2048,139
gemma4_ce_d5,128,8,R8,8,ifeval,"prompt_level_loose_acc,none",0.865000,200,2048,139
gemma4_ce_d5,128,8,R8,8,ifeval,"inst_level_loose_acc,none",0.908805,200,2048,139
gemma4_ce_d5,128,8,R16,16,ifeval,sample_len,200.000000,200,2048,133
gemma4_ce_d5,128,8,R16,16,ifeval,"prompt_level_strict_acc,none",0.860000,200,2048,133
gemma4_ce_d5,128,8,R16,16,ifeval,"inst_level_strict_acc,none",0.905660,200,2048,133
gemma4_ce_d5,128,8,R16,16,ifeval,"prompt_level_loose_acc,none",0.875000,200,2048,133
gemma4_ce_d5,128,8,R16,16,ifeval,"inst_level_loose_acc,none",0.918239,200,2048,133
gemma4_ce_d5,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.963415,full,1536,71
gemma4_ce_d5,128,8,R8,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.951220,full,1536,206
gemma4_ce_d5,128,8,R16,16,humaneval_gemma_fixed,"pass@1,channel-aware",0.969512,full,1536,204
gemma4_ce_d8,128,8,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,68
gemma4_ce_d8,128,8,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.885000,200,2048,68
gemma4_ce_d8,128,8,free,,ifeval,sample_len,200.000000,200,2048,88
gemma4_ce_d8,128,8,free,,ifeval,"prompt_level_strict_acc,none",0.860000,200,2048,88
gemma4_ce_d8,128,8,free,,ifeval,"inst_level_strict_acc,none",0.908805,200,2048,88
gemma4_ce_d8,128,8,free,,ifeval,"prompt_level_loose_acc,none",0.875000,200,2048,88
gemma4_ce_d8,128,8,free,,ifeval,"inst_level_loose_acc,none",0.918239,200,2048,88
gemma4_ce_d8,128,8,R8,8,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,117
gemma4_ce_d8,128,8,R8,8,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.805000,200,2048,117
gemma4_ce_d8,128,8,R8,8,ifeval,sample_len,200.000000,200,2048,178
gemma4_ce_d8,128,8,R8,8,ifeval,"prompt_level_strict_acc,none",0.835000,200,2048,178
gemma4_ce_d8,128,8,R8,8,ifeval,"inst_level_strict_acc,none",0.886792,200,2048,178
gemma4_ce_d8,128,8,R8,8,ifeval,"prompt_level_loose_acc,none",0.860000,200,2048,178
gemma4_ce_d8,128,8,R8,8,ifeval,"inst_level_loose_acc,none",0.908805,200,2048,178
gemma4_ce_d8,128,8,R16,16,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,124
gemma4_ce_d8,128,8,R16,16,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.855000,200,2048,124
gemma4_ce_d8,128,8,R16,16,ifeval,sample_len,200.000000,200,2048,142
gemma4_ce_d8,128,8,R16,16,ifeval,"prompt_level_strict_acc,none",0.860000,200,2048,142
gemma4_ce_d8,128,8,R16,16,ifeval,"inst_level_strict_acc,none",0.908805,200,2048,142
gemma4_ce_d8,128,8,R16,16,ifeval,"prompt_level_loose_acc,none",0.885000,200,2048,142
gemma4_ce_d8,128,8,R16,16,ifeval,"inst_level_loose_acc,none",0.924528,200,2048,142
gemma4_ce_d8_dual,128,8,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.925439,4,2048,135
gemma4_ce_d8_dual,128,8,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.438596,4,2048,135
gemma4_ce_d8_dual,128,8,R8,8,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.929825,4,2048,1057
gemma4_ce_d8_dual,128,8,R8,8,mmlu_gptoss_relaxed,"acc,strict-flan",0.442982,4,2048,1057
gemma4_ce_d8_dual,128,8,R16,16,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.925439,4,2048,1034
gemma4_ce_d8_dual,128,8,R16,16,mmlu_gptoss_relaxed,"acc,strict-flan",0.434211,4,2048,1034
gemma4_ce_d8,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.975610,full,1536,65
gemma4_ce_d8,128,8,R8,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.951220,full,1536,203
gemma4_ce_d8,128,8,R16,16,humaneval_gemma_fixed,"pass@1,channel-aware",0.975610,full,1536,203
gemma4_ce_d12,128,8,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,46
gemma4_ce_d12,128,8,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.860000,200,2048,46
gemma4_ce_d12,128,8,free,,ifeval,sample_len,200.000000,200,2048,87
gemma4_ce_d12,128,8,free,,ifeval,"prompt_level_strict_acc,none",0.875000,200,2048,87
gemma4_ce_d12,128,8,free,,ifeval,"inst_level_strict_acc,none",0.915094,200,2048,87
gemma4_ce_d12,128,8,free,,ifeval,"prompt_level_loose_acc,none",0.880000,200,2048,87
gemma4_ce_d12,128,8,free,,ifeval,"inst_level_loose_acc,none",0.921384,200,2048,87
gemma4_ce_d12,128,8,R8,8,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,120
gemma4_ce_d12,128,8,R8,8,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.855000,200,2048,120
gemma4_ce_d12,128,8,R8,8,ifeval,sample_len,200.000000,200,2048,170
gemma4_ce_d12,128,8,R8,8,ifeval,"prompt_level_strict_acc,none",0.850000,200,2048,170
gemma4_ce_d12,128,8,R8,8,ifeval,"inst_level_strict_acc,none",0.902516,200,2048,170
gemma4_ce_d12,128,8,R8,8,ifeval,"prompt_level_loose_acc,none",0.875000,200,2048,170
gemma4_ce_d12,128,8,R8,8,ifeval,"inst_level_loose_acc,none",0.915094,200,2048,170
gemma4_ce_d12,128,8,R16,16,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,129
gemma4_ce_d12,128,8,R16,16,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.870000,200,2048,129
gemma4_ce_d12,128,8,R16,16,ifeval,sample_len,200.000000,200,2048,145
gemma4_ce_d12,128,8,R16,16,ifeval,"prompt_level_strict_acc,none",0.835000,200,2048,145
gemma4_ce_d12,128,8,R16,16,ifeval,"inst_level_strict_acc,none",0.886792,200,2048,145
gemma4_ce_d12,128,8,R16,16,ifeval,"prompt_level_loose_acc,none",0.865000,200,2048,145
gemma4_ce_d12,128,8,R16,16,ifeval,"inst_level_loose_acc,none",0.905660,200,2048,145
gemma4_ce_d12_dual,128,8,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.912281,4,2048,111
gemma4_ce_d12_dual,128,8,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.399123,4,2048,111
gemma4_ce_d12_dual,128,8,R8,8,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.929825,4,2048,1173
gemma4_ce_d12_dual,128,8,R8,8,mmlu_gptoss_relaxed,"acc,strict-flan",0.438596,4,2048,1173
gemma4_ce_d12_dual,128,8,R16,16,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.921053,4,2048,1129
gemma4_ce_d12_dual,128,8,R16,16,mmlu_gptoss_relaxed,"acc,strict-flan",0.412281,4,2048,1129
gemma4_ce_d12,128,8,free,,humaneval_gemma_fixed,"pass@1,channel-aware",0.969512,full,1536,72
gemma4_ce_d12,128,8,R8,8,humaneval_gemma_fixed,"pass@1,channel-aware",0.975610,full,1536,201
gemma4_ce_d12,128,8,R16,16,humaneval_gemma_fixed,"pass@1,channel-aware",0.981707,full,1536,205
gemma4_ce_d12_dual2,128,8,free,,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.899123,4,2048,111
gemma4_ce_d12_dual2,128,8,free,,mmlu_gptoss_relaxed,"acc,strict-flan",0.438596,4,2048,111
gemma4_ce_d12_dual2,128,8,R8,8,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.921053,4,2048,1061
gemma4_ce_d12_dual2,128,8,R8,8,mmlu_gptoss_relaxed,"acc,strict-flan",0.478070,4,2048,1061
gemma4_ce_d12_dual2,128,8,R16,16,mmlu_gptoss_relaxed,"acc,relaxed-extract",0.921053,4,2048,1090
gemma4_ce_d12_dual2,128,8,R16,16,mmlu_gptoss_relaxed,"acc,strict-flan",0.442982,4,2048,1090
qwen35_halfgrain_off,512,16,free,,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,124
qwen35_halfgrain_off,512,16,free,,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.850000,200,2048,124
qwen35_halfgrain_off,512,16,free,,ifeval,sample_len,200.000000,200,2048,113
qwen35_halfgrain_off,512,16,free,,ifeval,"prompt_level_strict_acc,none",0.860000,200,2048,113
qwen35_halfgrain_off,512,16,free,,ifeval,"inst_level_strict_acc,none",0.911950,200,2048,113
qwen35_halfgrain_off,512,16,free,,ifeval,"prompt_level_loose_acc,none",0.885000,200,2048,113
qwen35_halfgrain_off,512,16,free,,ifeval,"inst_level_loose_acc,none",0.927673,200,2048,113
qwen35_halfgrain_off,512,16,free,,humaneval_instruct,sample_len,164.000000,full,2048,136
qwen35_halfgrain_off,512,16,free,,humaneval_instruct,"pass@1,create_test",0.939024,full,2048,136
qwen35_halfgrain_off,512,16,free,,mmlu_flan_cot_fewshot,sample_len,228.000000,4,2048,205
qwen35_halfgrain_off,512,16,free,,mmlu_flan_cot_fewshot,"exact_match,get-answer",0.793860,4,2048,205
qwen35_halfgrain_off,512,16,R96,96,gsm8k_cot_zeroshot,sample_len,200.000000,200,2048,270
qwen35_halfgrain_off,512,16,R96,96,gsm8k_cot_zeroshot,"exact_match,flexible-extract",0.580000,200,2048,270
qwen35_halfgrain_off,512,16,R96,96,ifeval,sample_len,200.000000,200,2048,257
